Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
DIJKSTRA,0.2449998856,26670,251
DFS_NORMAL,0.6620004177,134013,200255
DFS_LIM,0.4120028019,157414,203927
BFS,0.0879967213,21170,405
A*,0.267999649,1237,176
BA*,0.5480000973,1764,184
EBA*,0.5420019627,2461,178
DIJKSTRA,0.2019979954,15593,176
DFS_NORMAL,0.7570006847,232510,26222
DFS_LIM,0.5069994926,232242,23258
BFS,0.0930030346,23090,2124
A*,0.2619976997,701,90
BA*,0.5329973698,685,92
EBA*,0.5340003967,548,92
DIJKSTRA,0.1650002003,3902,90
DFS_NORMAL,0.5849983692,104539,132612
DFS_LIM,0.0670027733,14286,148
BFS,0.0470006466,4978,134
A*,0.3059983253,6731,346
BA*,0.5720000267,8260,346
EBA*,0.59400177,14298,396
DIJKSTRA,0.4620001316,85728,346
DFS_NORMAL,0.1369988918,30653,88738
DFS_LIM,0.4139978886,34530,84410
BFS,0.2139971256,86801,562
A*,0.3629984856,24542,522
BA*,0.5619978905,9059,526
EBA*,0.6049985886,17443,536
DIJKSTRA,0.4670009613,92579,522
DFS_NORMAL,0.0480010509,864,2036
DFS_LIM,0.0399987698,1237,2090
BFS,0.2160003185,85411,6254
A*,0.27099967,1753,182
BA*,0.539999485,1601,182
EBA*,0.5580005646,2088,182
DIJKSTRA,0.1699984074,6832,182
DFS_NORMAL,0.7539989948,171235,262144
DFS_LIM,0.459997654,179596,209972
BFS,0.0559999943,9668,182
A*,0.5170021057,56408,637
BA*,0.5819993019,12507,637
EBA*,0.6530003548,29973,637
DIJKSTRA,0.6670012474,146753,637
DFS_NORMAL,0.7630000114,195170,142219
DFS_LIM,0.4760000706,194609,142391
BFS,0.2230021954,91168,2771
A*,0.2890002728,5892,313
BA*,0.5469965935,5944,313
EBA*,0.5759937763,7126,313
DIJKSTRA,0.2740011215,36142,313
DFS_NORMAL,0.6619987488,136339,176749
DFS_LIM,0.4189989567,162290,170705
BFS,0.1220014095,43197,1251
A*,0.2750003338,735,102
BA*,0.5469963551,909,102
EBA*,0.5260004997,1156,106
DIJKSTRA,0.1669998169,5704,102
DFS_NORMAL,0.105001688,15195,34208
DFS_LIM,0.0669975281,13777,30780
BFS,0.0599992275,7862,1402
A*,0.2940006256,4922,263
BA*,0.5759966373,3142,273
EBA*,0.5609986782,3888,281
DIJKSTRA,0.2860000134,41925,263
DFS_NORMAL,0.6119995117,114755,156109
DFS_LIM,0.3209996223,115859,147587
BFS,0.1110005379,37463,1085
A*,0.333999157,12463,419
BA*,0.6090004444,18091,419
EBA*,0.6129975319,26508,461
DIJKSTRA,0.60400033,126637,419
DFS_NORMAL,0.7400004864,165814,251665
DFS_LIM,0.4520030022,167739,243205
BFS,0.3080012798,126857,979
A*,0.3850002289,26787,518
BA*,0.5940032005,12474,518
EBA*,0.6129992008,17130,556
DIJKSTRA,0.731000185,158638,518
DFS_NORMAL,0.5630013943,87968,183462
DFS_LIM,0.2690002918,94157,161146
BFS,0.3640010357,151017,940
A*,0.3000023365,7253,413
BA*,0.5819997787,8684,413
EBA*,0.5680036545,10984,419
DIJKSTRA,0.4400017262,77543,413
DFS_NORMAL,0.7700006962,182589,268755
DFS_LIM,0.4419987202,170536,246107
BFS,0.2320008278,98611,2357
A*,0.2999956608,6948,308
BA*,0.5739979744,7140,314
EBA*,0.5690026283,7421,314
DIJKSTRA,0.2620010376,32976,308
DFS_NORMAL,0.1910030842,56277,141172
DFS_LIM,0.4520008564,55734,132022
BFS,0.1199989319,43051,2340
A*,0.2759969234,3954,248
BA*,0.5439977646,3637,276
EBA*,0.5640039444,3896,274
DIJKSTRA,0.2530024052,33283,248
DFS_NORMAL,0.5550003052,92369,122792
DFS_LIM,0.2790002823,93504,122486
BFS,0.1199998856,39771,1356
A*,0.2690002918,1323,154
BA*,0.5409991741,1549,154
EBA*,0.5739974976,2161,154
DIJKSTRA,0.1680009365,4500,154
DFS_NORMAL,0.462998867,61485,115028
DFS_LIM,0.1980006695,59312,108608
BFS,0.0499997139,5614,1340
A*,0.3320021629,16294,483
BA*,0.6380031109,24319,483
EBA*,0.6620001793,34926,495
DIJKSTRA,0.4239988327,77971,483
DFS_NORMAL,0.7050004005,150651,239463
DFS_LIM,0.4069960117,151278,232905
BFS,0.1859974861,77188,2141
A*,0.277002573,533,176
BA*,0.5390002728,809,178
EBA*,0.5589969158,1543,178
DIJKSTRA,0.181000948,5452,176
DFS_NORMAL,0.5209999084,68551,91716
DFS_LIM,0.2870001793,102732,126880
BFS,0.0549986362,8726,486
A*,0.3000004292,8633,549
BA*,0.5559968948,8131,549
EBA*,0.5669975281,6957,549
DIJKSTRA,0.2729985714,36611,549
DFS_NORMAL,0.7829990387,195175,183375
DFS_LIM,0.5010015965,194917,183253
BFS,0.1099972725,38881,1489
A*,0.3180029392,8084,352
BA*,0.576000452,8045,352
EBA*,0.5600020885,9250,354
DIJKSTRA,0.2449975014,24632,352
DFS_NORMAL,0.6239995956,115563,138492
DFS_LIM,0.4420001507,180521,127124
BFS,0.0980024338,31428,590
A*,0.4050006866,33940,422
BA*,0.5599966049,2640,422
EBA*,0.5430021286,2342,422
DIJKSTRA,0.5239970684,98787,422
DFS_NORMAL,0.4549999237,49044,127984
DFS_LIM,0.1949987411,59477,120102
BFS,0.0759980679,16704,946
A*,0.2760016918,1410,129
BA*,0.5559985638,886,131
EBA*,0.5450022221,945,129
DIJKSTRA,0.1720006466,5666,129
DFS_NORMAL,0.6279995441,113026,134295
DFS_LIM,0.3429999352,126038,140017
BFS,0.0480008125,1510,307
A*,0.3990006447,29533,513
BA*,0.619001627,21472,541
EBA*,0.6089997292,20861,537
DIJKSTRA,0.7990014553,175559,513
DFS_NORMAL,0.0660014153,13238,63811
DFS_LIM,0.3699951172,23932,82667
BFS,0.3489997387,152329,2539
A*,0.2769975662,3166,274
BA*,0.542999506,5035,274
EBA*,0.561000824,5072,274
DIJKSTRA,0.2439994812,26334,274
DFS_NORMAL,0.6039974689,105159,169422
DFS_LIM,0.2699961662,95312,123260
BFS,0.0750005245,18752,1912
A*,0.432002306,39880,554
BA*,0.5960016251,16490,602
EBA*,0.5900020599,16586,602
DIJKSTRA,0.5299954414,107286,554
DFS_NORMAL,0.636998415,122287,135236
DFS_LIM,0.3790020943,157872,49572
BFS,0.1470003128,54023,930
A*,0.271001339,1674,154
BA*,0.5409991741,1623,154
EBA*,0.5670006275,1913,154
DIJKSTRA,0.1910023689,11831,154
DFS_NORMAL,0.5889987946,102613,133460
DFS_LIM,0.0640039444,4056,18986
BFS,0.0730021,18316,154
A*,0.284999609,2859,193
BA*,0.5560042858,3075,201
EBA*,0.5409994125,3161,193
DIJKSTRA,0.236998558,23325,193
DFS_NORMAL,0.6440005302,120791,166627
DFS_LIM,0.3410027027,120880,166627
BFS,0.1089994907,30188,193
A*,0.2900025845,6303,275
BA*,0.5560019016,5390,275
EBA*,0.5819978714,7082,275
DIJKSTRA,0.311999321,42625,275
DFS_NORMAL,0.5889992714,96224,195063
DFS_LIM,0.2880003452,101376,193675
BFS,0.1500003338,56501,275
A*,0.3280007839,16176,466
BA*,0.5919971466,16802,466
EBA*,0.6009986401,14382,544
DIJKSTRA,0.6119997501,125524,466
DFS_NORMAL,0.7419974804,168771,241248
DFS_LIM,0.4449980259,169851,234456
BFS,0.3089997768,134635,1766
A*,0.324999094,12047,521
BA*,0.5829982758,10463,537
EBA*,0.601000309,9810,537
DIJKSTRA,0.3650016785,56557,521
DFS_NORMAL,0.5469996929,76160,156755
DFS_LIM,0.2309992313,79673,145891
BFS,0.1149997711,39269,1033
A*,0.2840023041,171,43
BA*,0.5209980011,250,43
EBA*,0.5440001488,283,43
DIJKSTRA,0.1569991112,1253,43
DFS_NORMAL,0.7839996815,210809,172047
DFS_LIM,0.4840013981,212846,123267
BFS,0.0650019646,1282,43
A*,0.3500020504,19226,381
BA*,0.5749981403,8888,423
EBA*,0.5610041618,6226,397
DIJKSTRA,0.4219989777,74144,381
DFS_NORMAL,0.1069996357,13523,36597
DFS_LIM,0.0860049725,17758,41527
BFS,0.1239993572,43110,2169
A*,0.3580007553,20780,637
BA*,0.5940012932,18324,645
EBA*,0.6119976044,25376,673
DIJKSTRA,0.5330023766,105456,637
DFS_NORMAL,0.7410011292,164148,252137
DFS_LIM,0.4319996834,160921,247015
BFS,0.2839994431,121341,3957
A*,0.3079991341,5313,297
BA*,0.5750026703,6517,309
EBA*,0.5619990826,6873,305
DIJKSTRA,0.3030006886,42695,297
DFS_NORMAL,0.5560004711,94167,191753
DFS_LIM,0.2749989033,96642,180747
BFS,0.1669952869,54836,3085
A*,0.2819983959,1623,222
BA*,0.5419983864,2720,222
EBA*,0.5570003986,5767,222
DIJKSTRA,0.2199981213,16647,222
DFS_NORMAL,0.1549975872,41028,100748
DFS_LIM,0.4230000973,41446,98436
BFS,0.0739996433,19891,422
A*,0.2790029049,459,131
BA*,0.5570013523,678,131
EBA*,0.5429968834,1338,131
DIJKSTRA,0.1979999542,9455,131
DFS_NORMAL,0.6490008831,135326,200267
DFS_LIM,0.3609967232,133349,193165
BFS,0.0689980984,11072,131
A*,0.2639994621,1126,280
BA*,0.5450015068,1694,280
EBA*,0.5470035076,1721,282
DIJKSTRA,0.1760017872,6543,280
DFS_NORMAL,0.4519970417,45014,112912
DFS_LIM,0.1639986038,52735,103344
BFS,0.063999176,14300,280
A*,0.6090316772,78944,740
BA*,0.5950012207,11234,740
EBA*,0.593000412,11313,742
DIJKSTRA,0.7340035439,156185,740
DFS_NORMAL,0.621999979,108782,138866
DFS_LIM,0.3079996109,106503,131404
BFS,0.1819963455,62560,2044
A*,0.3040008545,6697,500
BA*,0.5609977245,6764,500
EBA*,0.5659983158,6277,500
DIJKSTRA,0.3020000458,41059,500
DFS_NORMAL,0.1899967194,32245,52328
DFS_LIM,0.7580001354,226239,65112
BFS,0.1240046024,43642,1052
A*,0.3519995213,20588,442
BA*,0.5980021954,11808,442
EBA*,0.574000597,12347,502
DIJKSTRA,0.6350049973,126514,442
DFS_NORMAL,0.7969949245,193034,203308
DFS_LIM,0.5059988499,194858,191640
BFS,0.2699995041,114490,3128
A*,0.3010027409,8325,499
BA*,0.5879991055,9407,499
EBA*,0.5700008869,9518,503
DIJKSTRA,0.2710001469,31723,499
DFS_NORMAL,0.6489977837,125685,176133
DFS_LIM,0.3970000744,148575,175821
BFS,0.1129980087,40351,2973
A*,0.2929975986,5519,333
BA*,0.5769996643,5849,333
EBA*,0.5990023613,10149,333
DIJKSTRA,0.3589990139,55374,333
DFS_NORMAL,0.1159989834,21816,47439
DFS_LIM,0.1019983292,25027,54463
BFS,0.1890017986,68572,1871
A*,0.2749998569,2367,140
BA*,0.552999258,1934,150
EBA*,0.5460004807,1405,150
DIJKSTRA,0.1860003471,11251,140
DFS_NORMAL,0.5320017338,74173,156080
DFS_LIM,0.2970023155,104005,178104
BFS,0.0640003681,14194,1332
A*,0.2759990692,708,109
BA*,0.5630013943,948,109
EBA*,0.5390005112,1108,109
DIJKSTRA,0.185997963,5801,109
DFS_NORMAL,0.7190027237,150476,251613
DFS_LIM,0.3950028419,143011,219133
BFS,0.0660002232,8724,109
A*,0.2720029354,2106,381
BA*,0.5339994431,2711,383
EBA*,0.5549962521,5339,381
DIJKSTRA,0.2390017509,23606,381
DFS_NORMAL,0.6290040016,135810,165435
DFS_LIM,0.3560009003,131586,156189
BFS,0.0769994259,20177,399
A*,0.3429996967,15749,477
BA*,0.5829997063,10355,483
EBA*,0.6080007553,13001,479
DIJKSTRA,0.492000103,98349,477
DFS_NORMAL,0.7600011826,172731,275809
DFS_LIM,0.4579997063,173308,261421
BFS,0.2390003204,94131,1313
A*,0.2900021076,4856,331
BA*,0.5599994659,4481,331
EBA*,0.5669987202,10551,331
DIJKSTRA,0.288998127,38105,331
DFS_NORMAL,0.4390013218,31527,83817
DFS_LIM,0.1559987068,53119,64025
BFS,0.1560006142,49987,331
A*,0.2860031128,1390,178
BA*,0.5520019531,1730,178
EBA*,0.5609953403,2152,178
DIJKSTRA,0.2309989929,20312,178
DFS_NORMAL,0.1390006542,29466,93148
DFS_LIM,0.1459980011,29362,88602
BFS,0.0870001316,22116,1366
A*,0.2959980965,3958,465
BA*,0.5690009594,5027,471
EBA*,0.5639989376,7582,485
DIJKSTRA,0.3679983616,60615,465
DFS_NORMAL,0.7960000038,219474,87787
DFS_LIM,0.1630027294,57627,39167
BFS,0.1749992371,68286,2805
A*,0.3900001049,28626,411
BA*,0.5729985237,5362,415
EBA*,0.5590012074,3863,421
DIJKSTRA,0.4649999142,84469,411
DFS_NORMAL,0.8009998798,206729,139577
DFS_LIM,0.5069973469,213284,127317
BFS,0.0709996223,17241,891
A*,0.3290009499,15173,399
BA*,0.6000003815,13554,403
EBA*,0.590998888,16348,403
DIJKSTRA,0.3619961739,54744,399
DFS_NORMAL,0.6390013695,123667,141225
DFS_LIM,0.4969995022,229082,14561
BFS,0.1480026245,49612,2277
A*,0.3359999657,15691,1056
BA*,0.6269993782,18267,1096
EBA*,0.6210000515,20786,1096
DIJKSTRA,0.5149996281,100657,1056
DFS_NORMAL,0.5820002556,92144,118036
DFS_LIM,0.2510001659,92166,88378
BFS,0.2580013275,109868,3976
A*,0.2879989147,1802,336
BA*,0.5749986172,3092,336
EBA*,0.5600004196,5034,338
DIJKSTRA,0.3309950829,53303,336
DFS_NORMAL,0.7730007172,178917,257380
DFS_LIM,0.4669978619,179213,238550
BFS,0.1689970493,66694,380
A*,0.2840013504,168,44
BA*,0.5329995155,168,44
EBA*,0.5400004387,165,44
DIJKSTRA,0.1780049801,942,44
DFS_NORMAL,0.7289965153,160352,254932
DFS_LIM,0.4210011959,164881,184026
BFS,0.0470051765,1396,44
A*,0.3110022545,11876,483
BA*,0.5739998817,11437,483
EBA*,0.6019983292,11865,491
DIJKSTRA,0.3220009804,48043,483
DFS_NORMAL,0.1460025311,29426,78369
DFS_LIM,0.4079971313,30038,75451
BFS,0.1340007782,46513,4265
A*,0.3200001717,12191,374
BA*,0.5809986591,9479,422
EBA*,0.6040005684,14752,374
DIJKSTRA,0.367000103,62460,374
DFS_NORMAL,0.8289999962,202980,168786
DFS_LIM,0.4590015411,185369,168156
BFS,0.1830024719,65535,1880
A*,0.3010015488,7486,379
BA*,0.5699973106,9270,379
EBA*,0.5679988861,10993,401
DIJKSTRA,0.4269995689,79992,379
DFS_NORMAL,0.6360025406,125061,205495
DFS_LIM,0.4180016518,153655,221671
BFS,0.2409989834,102433,1511
A*,0.2870004177,5817,295
BA*,0.5660014153,4731,323
EBA*,0.5789995193,6364,315
DIJKSTRA,0.3429996967,49647,295
DFS_NORMAL,0.5510015488,92119,151417
DFS_LIM,0.2539973259,91346,143401
BFS,0.1519975662,57520,1047
A*,0.3010001183,3068,273
BA*,0.5519976616,3098,273
EBA*,0.5499999523,3547,283
DIJKSTRA,0.2000002861,13158,273
DFS_NORMAL,0.6880004406,136727,244301
DFS_LIM,0.0430009365,2721,1413
BFS,0.0610003471,6513,669
A*,0.2909991741,5240,273
BA*,0.564000845,6571,273
EBA*,0.5809996128,6706,277
DIJKSTRA,0.3199999332,48997,273
DFS_NORMAL,0.4490032196,30058,50221
DFS_LIM,0.1110005379,29118,44689
BFS,0.1530005932,48611,3117
A*,0.309002161,9133,407
BA*,0.5619995594,6514,417
EBA*,0.5619997978,7537,425
DIJKSTRA,0.3059995174,43991,407
DFS_NORMAL,0.8069972992,221714,94171
DFS_LIM,0.4850020409,227020,68329
BFS,0.1170017719,37425,559
A*,0.441999197,42155,682
BA*,0.5529983044,4192,682
EBA*,0.5650019646,3783,682
DIJKSTRA,0.5330016613,105552,682
DFS_NORMAL,0.5209980011,69622,155478
DFS_LIM,0.2249951363,68834,155380
BFS,0.0660021305,13932,1870
A*,0.3610010147,22790,416
BA*,0.5509970188,5125,416
EBA*,0.5680000782,6307,416
DIJKSTRA,0.4500021935,84249,416
DFS_NORMAL,0.6820006371,146721,214254
DFS_LIM,0.3689997196,140503,177590
BFS,0.1039991379,33133,606
A*,0.2929978371,4671,220
BA*,0.5720024109,5887,256
EBA*,0.568999052,5941,256
DIJKSTRA,0.2449996471,24729,220
DFS_NORMAL,0.5390000343,72829,151558
DFS_LIM,0.2280027866,79570,136362
BFS,0.050999403,6660,2882
A*,0.3480014801,18567,433
BA*,0.6240007877,18458,475
EBA*,0.6219968796,20480,457
DIJKSTRA,0.4040005207,72381,433
DFS_NORMAL,0.6509988308,123821,186651
DFS_LIM,0.3459999561,124728,185709
BFS,0.1749999523,64227,1539
A*,0.2730023861,1458,209
BA*,0.5450005531,1581,213
EBA*,0.5479977131,1915,213
DIJKSTRA,0.1739997864,7379,209
DFS_NORMAL,0.6769998074,131867,200377
DFS_LIM,0.3689987659,135320,199795
BFS,0.0589988232,10600,1549
A*,0.2739987373,381,123
BA*,0.5420033932,611,123
EBA*,0.5549983978,1087,123
DIJKSTRA,0.1810016632,6804,123
DFS_NORMAL,0.1079993248,20959,62615
DFS_LIM,0.1019990444,21850,52257
BFS,0.0530045033,8378,123
A*,0.2790000439,81,30
BA*,0.5299999714,99,30
EBA*,0.5569989681,97,30
DIJKSTRA,0.1610002518,418,30
DFS_NORMAL,0.7509996891,183896,148484
DFS_LIM,0.4670000076,194355,110350
BFS,0.0390019417,507,30
A*,0.2929964066,6319,280
BA*,0.5499956608,4233,286
EBA*,0.574000597,4870,282
DIJKSTRA,0.233001709,26211,280
DFS_NORMAL,0.8030021191,220387,113654
DFS_LIM,0.5000014305,221409,110422
BFS,0.1050014496,28592,1696
A*,0.3160016537,10304,242
BA*,0.5469999313,787,242
EBA*,0.5500049591,1331,242
DIJKSTRA,0.2789998055,34750,242
DFS_NORMAL,0.5810015202,88512,96030
DFS_LIM,0.2599990368,89638,94744
BFS,0.0630016327,12966,242
A*,0.3100030422,5843,285
BA*,0.544000864,4412,285
EBA*,0.5560002327,8466,285
DIJKSTRA,0.3209991455,47308,285
DFS_NORMAL,0.0619981289,8683,26679
DFS_LIM,0.0630030632,11740,32137
BFS,0.1589996815,52852,2853
A*,0.3130004406,9571,454
BA*,0.5719981194,11724,454
EBA*,0.6159992218,19174,454
DIJKSTRA,0.4860031605,86749,454
DFS_NORMAL,0.6800014973,146078,244860
DFS_LIM,0.4010002613,145910,236640
BFS,0.1740009785,66612,2814
A*,0.3069999218,11652,437
BA*,0.5739970207,12485,467
EBA*,0.611000061,16689,461
DIJKSTRA,0.373996973,63622,437
DFS_NORMAL,0.5379998684,72109,160307
DFS_LIM,0.2180016041,72473,154393
BFS,0.1769986153,72222,1391
A*,0.316996336,11383,376
BA*,0.5870015621,13309,390
EBA*,0.6040024757,11854,392
DIJKSTRA,0.4819998741,94173,376
DFS_NORMAL,0.6610002518,119441,191410
DFS_LIM,0.3519999981,127885,165742
BFS,0.1900007725,74479,3290
A*,0.2950029373,1950,612
BA*,0.534999609,2441,624
EBA*,0.5349979401,2843,624
DIJKSTRA,0.2179982662,15819,612
DFS_NORMAL,0.661000967,125902,184668
DFS_LIM,0.3500001431,126382,183238
BFS,0.0699999332,16976,1506
A*,0.2889978886,1819,319
BA*,0.5669989586,2297,319
EBA*,0.5470025539,3357,331
DIJKSTRA,0.1940028667,12506,319
DFS_NORMAL,0.6350023746,133235,182983
DFS_LIM,0.5039999485,204348,154329
BFS,0.063999176,13627,347
A*,0.2759981155,3502,258
BA*,0.5570008755,3205,258
EBA*,0.5560014248,4352,258
DIJKSTRA,0.2469997406,28239,258
DFS_NORMAL,0.1529977322,41014,92134
DFS_LIM,0.4279994965,40244,77600
BFS,0.1149988174,39056,1710
A*,0.8150000572,124862,1060
BA*,0.6000013351,10794,1060
EBA*,0.6170017719,10708,1060
DIJKSTRA,0.9589993954,224288,1060
DFS_NORMAL,0.484000206,46571,129058
DFS_LIM,0.1569986343,46169,120702
BFS,0.1039972305,33937,1512
A*,0.2859995365,2220,320
BA*,0.5399997234,2951,324
EBA*,0.527002573,3008,324
DIJKSTRA,0.2120008469,13435,320
DFS_NORMAL,0.7909977436,205987,177382
DFS_LIM,0.2570002079,85816,172392
BFS,0.0640013218,12367,790
A*,0.3310005665,14912,518
BA*,0.6299989223,20800,522
EBA*,0.6340010166,22165,522
DIJKSTRA,0.3420000076,53520,518
DFS_NORMAL,0.3880031109,22776,37242
DFS_LIM,0.487998724,219675,31028
BFS,0.1579971313,54670,3072
A*,0.3059995174,6763,313
BA*,0.563000679,8579,313
EBA*,0.5729999542,8869,313
DIJKSTRA,0.3259985447,49031,313
DFS_NORMAL,0.7819979191,222779,91737
DFS_LIM,0.4989998341,221028,88325
BFS,0.1529998779,57384,331
A*,0.2720005512,276,102
BA*,0.5329999924,451,102
EBA*,0.554002285,868,102
DIJKSTRA,0.1710028648,6466,102
DFS_NORMAL,0.8080003262,206395,186774
DFS_LIM,0.4669997692,198565,174290
BFS,0.065002203,8269,534
A*,0.3399999142,19595,525
BA*,0.628000021,27675,595
EBA*,0.6419992447,28640,595
DIJKSTRA,0.3619999886,66121,525
DFS_NORMAL,0.7380037308,164265,255179
DFS_LIM,0.4379999638,163730,256161
BFS,0.1600000858,55968,2253
A*,1.1909995079,218131,1770
BA*,0.5990014076,13371,1788
EBA*,0.5990002155,15583,1788
DIJKSTRA,1.0110042095,235466,1770
DFS_NORMAL,0.0670008659,12289,28090
DFS_LIM,0.0659999847,12273,27876
BFS,0.1280024052,45394,4640
A*,0.275996685,72,74
BA*,0.5480003357,114,74
EBA*,0.523999691,109,74
DIJKSTRA,0.1510000229,364,74
DFS_NORMAL,0.0659999847,12113,20892
DFS_LIM,0.0399999619,898,258
BFS,0.0399975777,692,114
A*,0.2880022526,2935,306
BA*,0.5689992905,3349,326
EBA*,0.5629992485,4354,330
DIJKSTRA,0.2309992313,24157,306
DFS_NORMAL,0.7810015678,224852,109598
DFS_LIM,0.4959990978,223884,108224
BFS,0.1210010052,33658,828
A*,0.2930014133,6219,260
BA*,0.5449984074,3761,264
EBA*,0.5609996319,4096,264
DIJKSTRA,0.2750020027,36389,260
DFS_NORMAL,0.689997673,133807,192342
DFS_LIM,0.3860039711,150243,158162
BFS,0.1240019798,37515,470
A*,0.4690005779,42884,609
BA*,0.6169967651,15238,609
EBA*,0.5959982872,15537,609
DIJKSTRA,0.521999836,105603,609
DFS_NORMAL,0.5550010204,79401,103687
DFS_LIM,0.2479999065,81270,101535
BFS,0.1749994755,70092,2781
A*,0.2849993706,6590,247
BA*,0.5630009174,7353,247
EBA*,0.5680019855,6887,247
DIJKSTRA,0.2410018444,23746,247
DFS_NORMAL,0.5529987812,87243,104331
DFS_LIM,0.2689979076,88122,104151
BFS,0.0700004101,14569,511
A*,0.321000576,12057,408
BA*,0.6029982567,13237,416
EBA*,0.5779953003,13687,408
DIJKSTRA,0.509999752,95068,408
DFS_NORMAL,0.7770004272,166968,270856
DFS_LIM,0.4499993324,166419,264792
BFS,0.2509992123,104911,1354
A*,0.3070013523,6092,457
BA*,0.5799968243,8912,457
EBA*,0.5780010223,12746,461
DIJKSTRA,0.5470013618,109585,457
DFS_NORMAL,0.8079974651,230319,65297
DFS_LIM,0.498998642,230501,53005
BFS,0.3049976826,126332,615
A*,0.3170015812,9864,326
BA*,0.5679979324,4240,326
EBA*,0.5640013218,7240,326
