Algorithm_name,Execution Time (ms),Searched Cells,Total Path Cost
DFS,650.001049,208859,27810
DFS_LIM,506.0040951,208602,26838
DFS,346.99893,149020,159211
DFS_LIM,401.9989967,169458,150113
DFS,110.9998226,34788,56409
DFS_LIM,217.00000759999998,74815,69947
DFS,150.9981155,58304,83343
DFS_LIM,518.0003643,94798,110985
DFS,389.0023232,146229,109532
DFS_LIM,624.9916553,150338,106460
DFS,120.000124,38949,53042
DFS_LIM,267.0006752,104945,67012
DFS,333.0001831,137944,104558
DFS_LIM,281.99982639999996,119793,101190
DFS,334.9997997,137542,155969
DFS_LIM,332.0000172,144357,147677
DFS,351.99999809999997,156898,54594
DFS_LIM,757.9870224,168844,34494
DFS,207.9999447,76526,109193
DFS_LIM,224.0004539,78908,111013
DFS,268.0001259,99651,95038
DFS_LIM,545.9997654,111097,87946
DFS,94.00105479999999,27371,70501
DFS_LIM,127.9995441,45888,73231
DFS,703.0000686999999,191610,92042
DFS_LIM,519.9999809,175565,88208
DFS,103.00016400000001,32614,32487
DFS_LIM,105.00001909999999,32689,32487
DFS,342.000246,137272,157056
DFS_LIM,529.0000439,109260,97436
DFS,568.0007935,120716,161936
DFS_LIM,286.9997025,118838,161652
DFS,195.0008869,61172,66287
DFS_LIM,175.9998798,73679,71943
DFS,264.9996281,103692,113528
DFS_LIM,240.0004864,94935,110692
DFS,266.0002708,100201,84122
DFS_LIM,236.00006100000002,93942,71892
DFS,409.00135040000004,183690,121597
DFS_LIM,623.0003833999999,153001,117487
DFS,185.0008965,54818,73743
DFS_LIM,396.0001469,62599,33461
DFS,346.99893,142180,168805
DFS_LIM,628.000021,154930,165879
DFS,298.0000973,113356,124349
DFS_LIM,264.9998665,109730,108205
DFS,387.99953459999995,147557,176568
DFS_LIM,549.9992371,135205,166688
DFS,361.00006099999996,144733,149364
DFS_LIM,588.9999865999999,127073,142298
DFS,542.9997443999999,100690,150066
DFS_LIM,244.0001965,94831,142990
DFS,700.9990215,194624,75230
DFS_LIM,279.9999714,129062,38820
DFS,379.9989223,166109,118811
DFS_LIM,608.0000401,152931,87421
DFS,691.9860839999999,182106,114201
DFS_LIM,429.0013313,171998,109489
DFS,401.9999504,177525,140855
DFS_LIM,423.0000973,175965,139369
DFS,387.0015144,170627,129664
DFS_LIM,509.00101659999996,105186,42788
DFS,247.99966809999998,105506,29911
DFS_LIM,238.9976978,107498,27287
DFS,401.9985199,176065,76963
DFS_LIM,812.9870891999999,175236,76199
DFS,131.9997311,45248,74837
DFS_LIM,142.99941059999998,50356,79047
DFS,53.0002117,6513,14521
DFS_LIM,51.9998074,6592,12757
DFS,585.0005150000001,143271,129000
DFS_LIM,320.99914550000005,146178,106170
DFS,149.9998569,56315,86743
DFS_LIM,193.00007820000002,60525,87469
DFS,320.99986079999996,114215,114689
DFS_LIM,502.00223919999996,109826,103283
DFS,706.0000896,202198,20899
DFS_LIM,410.0000858,201439,17665
DFS,130.9974194,45877,67321
DFS_LIM,147.0005512,54006,62975
DFS,229.9997807,78745,112414
DFS_LIM,404.0005207,188407,115418
DFS,640.9993172000001,153462,142516
DFS_LIM,325.0083923,146508,106116
DFS,243.999958,86199,83075
DFS_LIM,228.99985310000002,93399,50833
DFS,103.99889950000001,32307,48830
DFS_LIM,128.0097961,45837,44424
DFS,483.00051690000004,78907,141603
DFS_LIM,203.00078390000002,76362,137015
DFS,52.000522600000004,6522,9210
DFS_LIM,91.00031849999999,27513,16326
DFS,310.00185009999996,101746,115386
DFS_LIM,498.00014500000003,109383,84846
DFS,577.0008564,120351,136524
DFS_LIM,210.0002766,93315,8850
DFS,84.99908450000001,21296,44735
DFS_LIM,117.99979210000001,39445,40199
DFS,232.9995632,87687,96319
DFS_LIM,233.9994907,98840,56047
DFS,259.999752,98713,63518
DFS_LIM,236.00006100000002,94711,68796
DFS,451.9991875,199871,85735
DFS_LIM,643.999815,198927,49571
DFS,246.9997406,87199,142033
DFS_LIM,174.0002632,63024,106147
DFS,79.9996853,19890,56089
DFS_LIM,80.9986591,20665,55531
DFS,257.999897,76447,73186
DFS_LIM,423.9985943,68279,51476
DFS,236.998558,89694,87685
DFS_LIM,209.99908449999998,83353,77745
DFS,487.000227,84418,92278
DFS_LIM,226.00030900000002,88152,81118
DFS,90.000391,25171,30821
DFS_LIM,92.0000076,25825,30859
DFS,275.9995461,102566,125297
DFS_LIM,265.9873962,105132,129471
DFS,410.9997749,193028,96778
DFS_LIM,679.0006161,196947,48004
DFS,275.0005722,106652,61787
DFS_LIM,171.9999313,62126,46441
DFS,75.0000477,18425,25034
DFS_LIM,172.986269,28716,29178
DFS,250.00095369999997,86632,113008
DFS_LIM,75.9997368,18600,33906
