Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
DIJKSTRA,0.0400013924,11225,207
DFS_NORMAL,0.0200009346,8570,15235
DFS_LIM,0.0089995861,3730,3423
BFS,0.0069994926,2681,709
A*,0.0180008411,93,39
BA*,0.040999651,120,39
EBA*,0.0369997025,137,39
DIJKSTRA,0.0110011101,865,39
DFS_NORMAL,0.0289978981,14521,2897
DFS_LIM,0.0280008316,14456,2759
BFS,0.0030031204,950,39
A*,0.0160005093,352,65
BA*,0.0310003757,346,65
EBA*,0.0390024185,373,65
DIJKSTRA,0.0199985504,2556,65
DFS_NORMAL,0.0259995461,10832,14951
DFS_LIM,0.0219974518,9772,12477
BFS,0.0080013275,3403,65
A*,0.0200009346,1648,125
BA*,0.0299994946,317,125
EBA*,0.0360002518,356,125
DIJKSTRA,0.0350015163,5991,125
DFS_NORMAL,0.0259990692,8837,13949
DFS_LIM,0.0029997826,302,307
BFS,0.0040001869,1301,163
A*,0.014998436,198,48
BA*,0.0310006142,333,48
EBA*,0.0319991112,432,48
DIJKSTRA,0.0139992237,1069,48
DFS_NORMAL,0.0320007801,14538,2418
DFS_LIM,0.0079960823,2155,2212
BFS,0.0050003529,1185,48
A*,0.0369992256,6897,315
BA*,0.0339999199,1185,331
EBA*,0.0390007496,1186,331
DIJKSTRA,0.0650005341,14352,315
DFS_NORMAL,0.0320012569,14548,1767
DFS_LIM,0.0279977322,14502,3205
BFS,0.0080001354,3226,689
A*,0.0220015049,1406,206
BA*,0.0309989452,267,206
EBA*,0.029999733,288,206
DIJKSTRA,0.0250017643,4752,206
DFS_NORMAL,0.0140020847,4240,8000
DFS_LIM,0.0129985809,4269,7048
BFS,0.0080003738,2712,286
A*,0.0169997215,244,56
BA*,0.0320003033,396,56
EBA*,0.0309998989,393,56
DIJKSTRA,0.0100016594,785,56
DFS_NORMAL,0.0080003738,1806,2968
DFS_LIM,0.0029995441,287,114
BFS,0.004999876,976,56
A*,0.0149998665,18,205
BA*,0.028999567,24,205
EBA*,0.0289998055,24,205
DIJKSTRA,0.0079996586,48,205
DFS_NORMAL,0.0240013599,10147,14497
DFS_LIM,0.0310015678,14676,693
BFS,0.0019991398,89,253
A*,0.0149993896,87,30
BA*,0.0290002823,98,30
EBA*,0.0309991837,87,30
DIJKSTRA,0.0089991093,285,30
DFS_NORMAL,0.0059995651,1731,4046
DFS_LIM,0.004999876,2094,1488
BFS,0.001996994,358,30
A*,0.0190007687,602,87
BA*,0.0310022831,541,87
EBA*,0.0320034027,497,87
DIJKSTRA,0.0179982185,3479,87
DFS_NORMAL,0.0030002594,466,1111
DFS_LIM,0.0050010681,1062,883
BFS,0.0130019188,5830,87
A*,0.0189995766,260,70
BA*,0.0329985619,436,70
EBA*,0.0310015678,484,70
DIJKSTRA,0.0139992237,1963,70
DFS_NORMAL,0.0299999714,13618,7840
DFS_LIM,0.0069990158,2761,170
BFS,0.0059957504,2270,166
A*,0.0190010071,167,56
BA*,0.0419988632,265,56
EBA*,0.0349988937,305,56
DIJKSTRA,0.0110015869,1266,56
DFS_NORMAL,0.0099999905,3785,10122
DFS_LIM,0.0169994831,7608,9148
BFS,0.0030014515,643,120
A*,0.0180025101,839,112
BA*,0.0340008736,1166,112
EBA*,0.0400018692,1316,112
DIJKSTRA,0.0410006046,7362,112
DFS_NORMAL,0.0040001869,729,800
DFS_LIM,0.009002924,3446,4248
BFS,0.0190010071,9550,112
A*,0.0160002708,92,28
BA*,0.029999733,93,28
EBA*,0.0350031853,84,28
DIJKSTRA,0.0110013485,330,28
