Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
BFS,0.0010008812,488,390
A*,0.001999855,520,185
BA*,0.0030004978,427,185
EBA*,0.003000021,495,185
DIJKSTRA,0.0020000935,553,185
DFS_NORMAL,0.0,167,185
DFS_LIM,0.0009999275,497,185
BFS,0.0019986629,576,185
A*,0.003000021,765,961
BA*,0.003000021,653,961
EBA*,0.0029985905,520,961
DIJKSTRA,0.0020000935,765,961
DFS_NORMAL,0.0010006428,525,961
DFS_LIM,0.0010011196,761,961
BFS,0.0010011196,765,961
A*,0.0029997826,654,346
BA*,0.0029990673,557,346
EBA*,0.0029995441,606,346
DIJKSTRA,0.001999855,660,346
DFS_NORMAL,0.0009999275,593,346
DFS_LIM,0.0019993782,682,346
BFS,0.0019996166,682,346
A*,0.0009989738,244,253
BA*,0.0020000935,252,253
EBA*,0.0019993782,240,253
DIJKSTRA,0.0010008812,246,253
DFS_NORMAL,0.0010008812,173,253
DFS_LIM,0.0009996891,246,253
BFS,0.0009999275,246,253
A*,0.001999855,231,828
BA*,0.0029997826,438,828
EBA*,0.0019993782,249,828
DIJKSTRA,0.0,234,828
DFS_NORMAL,0.0,145,828
DFS_LIM,0.0009999275,261,828
BFS,0.0009999275,210,828
A*,0.0010001659,66,58
BA*,0.001999855,101,58
EBA*,0.0009994507,66,58
DIJKSTRA,0.0010011196,165,58
DFS_NORMAL,0.0009996891,58,58
DFS_LIM,0.0010001659,134,58
BFS,0.0010001659,167,58
A*,0.001999855,779,797
BA*,0.003000021,628,797
EBA*,0.0029995441,600,797
DIJKSTRA,0.0019991398,779,797
DFS_NORMAL,0.0010015965,513,797
DFS_LIM,0.0010015965,547,797
BFS,0.0009989738,696,797
A*,0.0020000935,447,546
BA*,0.0029990673,739,546
EBA*,0.0029990673,497,546
DIJKSTRA,0.0020000935,451,546
DFS_NORMAL,0.0010008812,415,546
DFS_LIM,0.001001358,447,546
BFS,0.0009999275,451,546
A*,0.0020000935,385,181
BA*,0.001999855,418,181
EBA*,0.003000021,423,181
DIJKSTRA,0.001999855,433,181
DFS_NORMAL,0.0009996891,696,181
DFS_LIM,0.0009999275,514,181
BFS,0.0009999275,502,181
A*,0.0020000935,677,383
BA*,0.0029997826,528,383
EBA*,0.0020000935,441,383
DIJKSTRA,0.0020000935,687,383
DFS_NORMAL,0.001001358,469,383
DFS_LIM,0.0019984245,709,383
BFS,0.0020003319,733,383
A*,0.0009999275,313,141
BA*,0.003000021,366,141
EBA*,0.0030002594,367,141
DIJKSTRA,0.0020000935,389,141
DFS_NORMAL,0.0019993782,688,141
DFS_LIM,0.0020003319,792,141
BFS,0.0010011196,466,141
A*,0.0020008087,440,361
BA*,0.0029997826,457,361
EBA*,0.0029997826,489,361
DIJKSTRA,0.0009996891,445,361
DFS_NORMAL,0.0,121,361
DFS_LIM,0.0009996891,438,361
BFS,0.0010001659,348,361
A*,0.0029995441,714,545
BA*,0.003000021,684,545
EBA*,0.0029997826,665,545
DIJKSTRA,0.0020000935,718,545
DFS_NORMAL,0.0010015965,439,545
DFS_LIM,0.0019981861,699,545
BFS,0.0020000935,718,545
A*,0.0009996891,159,219
BA*,0.0020003319,252,219
EBA*,0.0019986629,175,219
DIJKSTRA,0.001001358,168,219
DFS_NORMAL,0.0010015965,502,219
DFS_LIM,0.0009999275,226,219
BFS,0.0009999275,176,219
A*,0.0009999275,240,155
BA*,0.001999855,316,155
EBA*,0.0020003319,344,155
DIJKSTRA,0.0010006428,295,155
DFS_NORMAL,0.0,145,155
DFS_LIM,0.0,268,155
BFS,0.0009999275,287,155
A*,0.0029995441,645,626
BA*,0.0029990673,675,626
EBA*,0.0030002594,679,626
DIJKSTRA,0.0020000935,647,626
DFS_NORMAL,0.0010011196,674,626
DFS_LIM,0.001001358,752,626
BFS,0.001001358,652,626
A*,0.003000021,709,575
BA*,0.0019989014,376,575
EBA*,0.001999855,318,575
DIJKSTRA,0.001999855,713,575
DFS_NORMAL,0.001001358,253,575
DFS_LIM,0.0010001659,794,575
BFS,0.0010008812,443,575
A*,0.003000021,698,376
BA*,0.0029997826,521,376
EBA*,0.0020000935,404,376
DIJKSTRA,0.0020000935,710,376
DFS_NORMAL,0.0009996891,775,376
DFS_LIM,0.0009996891,753,376
BFS,0.0009994507,610,376
A*,0.0020000935,611,436
BA*,0.003000021,432,436
EBA*,0.0019986629,425,436
DIJKSTRA,0.0020000935,612,436
DFS_NORMAL,0.001001358,340,436
DFS_LIM,0.0010011196,651,436
BFS,0.0009996891,538,436
A*,0.0030002594,728,551
BA*,0.0029983521,557,551
EBA*,0.003000021,569,551
DIJKSTRA,0.0019996166,730,551
DFS_NORMAL,0.0,347,551
DFS_LIM,0.0010004044,725,551
BFS,0.0010006428,730,551
A*,0.001999855,646,299
BA*,0.0029997826,512,299
EBA*,0.003000021,463,299
DIJKSTRA,0.0009996891,692,299
DFS_NORMAL,0.0010011196,600,299
DFS_LIM,0.0010008812,602,299
BFS,0.0009992123,525,299
A*,0.001999855,564,705
BA*,0.0030002594,747,705
EBA*,0.003000021,568,705
DIJKSTRA,0.0010008812,570,705
DFS_NORMAL,0.001001358,638,705
DFS_LIM,0.0010011196,603,705
BFS,0.0010011196,580,705
A*,0.0009999275,334,200
BA*,0.0029997826,367,200
EBA*,0.003000021,301,200
DIJKSTRA,0.0020003319,387,200
DFS_NORMAL,0.0010011196,204,200
DFS_LIM,0.0009999275,406,200
BFS,0.0010011196,446,200
A*,0.0020000935,407,227
BA*,0.003000021,403,227
EBA*,0.0019996166,278,227
DIJKSTRA,0.001999855,449,227
DFS_NORMAL,0.0010006428,498,227
DFS_LIM,0.0010011196,489,227
BFS,0.0,424,227
A*,0.0010004044,140,536
BA*,0.0020003319,262,536
EBA*,0.0019991398,142,536
DIJKSTRA,0.0010006428,143,536
DFS_NORMAL,0.0,98,536
DFS_LIM,0.0009999275,90,536
BFS,0.0009999275,127,536
A*,0.0020000935,314,271
BA*,0.0020000935,228,271
EBA*,0.0019986629,220,271
DIJKSTRA,0.0020000935,346,271
DFS_NORMAL,0.0010011196,148,271
DFS_LIM,0.0009999275,330,271
BFS,0.0010008812,458,271
A*,0.003000021,591,506
BA*,0.0039997101,755,506
EBA*,0.0029990673,632,506
DIJKSTRA,0.001999855,671,506
DFS_NORMAL,0.001001358,743,506
DFS_LIM,0.001001358,626,506
BFS,0.0010011196,666,506
A*,0.001999855,603,766
BA*,0.0029995441,797,766
EBA*,0.0029997826,731,766
DIJKSTRA,0.0020000935,690,766
DFS_NORMAL,0.0010011196,446,766
DFS_LIM,0.0010011196,458,766
BFS,0.0010001659,487,766
A*,0.0020000935,566,421
BA*,0.0030002594,531,421
EBA*,0.003000021,526,421
DIJKSTRA,0.0019996166,571,421
DFS_NORMAL,0.001001358,408,421
DFS_LIM,0.0010008812,570,421
BFS,0.0009999275,571,421
A*,0.0020000935,462,338
BA*,0.003000021,560,338
EBA*,0.0019991398,495,338
DIJKSTRA,0.001001358,470,338
DFS_NORMAL,0.001001358,410,338
